brand,model_code,product_name,color,price_rm,copilot_support,processor_name,processor_brand,processor_ghz,cpu_benchmark,ram_gb,ram_type,display_type,display_resolution,display_size_inch,display_refresh_rate_hz,gpu_model,gpu_brand,gpu_benchmark,ssd_gb,ssd_type,io_ports,network,bluetooth,power_supply,battery_capacity_wh,dimension_cm,weight_kg,bundle,microsoft_office,warranty,release_year,expansion_slots,os,,,,,,,,
Asus,TP3407S-AQL028WS,Vivobook 14 Flip,Matte Gray,5999,1, Intel® Core Ultra 7 Processor 258V 32GB,Intel,2.2,19046,32,LPDDR5X,OLED,1920*1200,14,60,Intel Arc,Intel,5506,1000,M.2 NVMe PCIe 4.0,1x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x USB 3.2 Gen 2 Type-C with support for display / power delivery (data speed up to 20Gbps); 1x Thunderbolt 4 with support for display / power delivery (data speed up to 40Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack; Micro SD card reader,Wi-Fi 7(802.11be) (Triple band) 2*2,5.4,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal",70,31.26*22.09*1.69~171,1.57,Stylus (ASUS Pen SA203H-MPP2.0 support); Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,,Windows 11 Home,,,,,,,,
Asus,"TN3402Y-AKN206WSM
 TN3402Y-AKN216WSM",Vivobook S14 Flip OLED, Cool Silver; Quiet Blue,4199,0, AMD Ryzen 7 7730U Processor,AMD,2,17906,16,DDR4,OLED,2880*1800,14,60,Radeon Graphics,AMD,-,512,M.2 NVMe PCIe 3.0,"1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps); 1x USB 3.2 Gen 2 Type-C with support for display / 
power delivery (data speed up to 10Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack; 1x DC-in",Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3," ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",70,31.32*22.76*1.89~1.89,1.5,Backpack; Stylus (ASUS Pen SA200H-MPP1.51 support); USB-A to RJ45 gigabit ethernet adapter,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,,Windows 11 Home,,,,,,,,
Asus, TP3402V-ALZ636WS,Vivobook S14 Flip,Quiet Blue,3599,0,Intel® Core i5-13420H Processor ,Intel,2.1,17363,16,DDR4,LCD,1920*1200,14,60,Intel UHD,Intel,1503,512,M.2 NVMe PCIe 3.0,"1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps); 1x USB 3.2 Gen 2 Type-C with support for display / 
power delivery (data speed up to 10Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack; 1x DC-in",Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 90W AC Adapter, Output: 19V DC, 4.74A, 90W, Input: 100~240V AC 50/60Hz universal",50,31.32*22.76*1.89~1.89,1.5,Backpack; Stylus (ASUS Pen SA200H-MPP1.51 support),Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,,Windows 11 Home,,,,,,,,
Asus,"TN3402Y-ALZ309WSM
 TN3402Y-ALZ319WSM",Vivobook S14 Flip,Cool Silver; Quiet Blue,3499,0,AMD Ryzen 5 7430U Processor,AMD,2.3,16330,16,DDR4,LCD,1920*1200,14,60,Radeon Graphics,AMD,-,512,M.2 NVMe PCIe 3.0,"1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps); 1x USB 3.2 Gen 2 Type-C with support for display / 
power delivery (data speed up to 10Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack; 1x DC-in",Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",50,31.32*22.76*1.89~1.89,1.5,Backpack; Stylus (ASUS Pen SA200H-MPP1.51 support); USB-A to RJ45 gigabit ethernet adapter,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,,Windows 11 Home,,,,,,,,
Asus," A1704V-AAU012WMS
 A1704V-AAU012WSM",Vivobook 17,Quiet Blue,3999,0,Intel® Core 7 Processor 150U,Intel,1.8,15041,16,DDR4,LCD,1920*1080,17.3,60,Intel Graphics,Intel,3172,1000,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6(802.11ax) (Dual band) 1*1,5.2," ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",50,39.93*25.43*1.99~1.99,2.1,Carry Bag,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2023,-,Windows 11 Home,,,,,,,,
Asus,"A1605V-APB045WMS
A1605V-APB045WSM",Vivobook 16,Indie Black,3999,0, Intel® Core 7 Processor 150U,Intel,1.8,15041,16,DDR4,LCD,1920*1200,16,60,Intel Graphics,Intel,3172,1000,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6(802.11ax) (Dual band) 1*1,5.2," ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,35.87*24.95*1.99~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2023,-,Windows 11 Home,,,,,,,,
Asus," A1605V-APB046WMS
 A1605V-APB046WSM",Vivobook 16, Cool Silver,3999,0, Intel® Core 7 Processor 150U,Intel,1.8,15041,16,DDR4,LCD,1920*1200,16,60,Intel Graphics,Intel,3172,1000,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6(802.11ax) (Dual band) 1*1,5.2,"ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,35.87*24.95*1.99~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"M1607K-AMB073WS
M1607K-AMB075WS",Vivobook 16, Cool Silver; Quiet Blue,3499,1,AMD Ryzen AI 7 350 Processor,AMD,2,24526,16,DDR4,LCD,1920*1200,16,60,Radeon Graphics,AMD,-,512,M.2 NVMe PCIe 4.0,2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-C with support for display / power delivery (data speed up to 5Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack,Wi-Fi 6(802.11ax) (Dual band) 1*1,5.2,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal",42,35.70*25.06*1.79~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"A1607C-AMB222WS
A1607C-AMB223WS",Vivobook 16, Cool Silver; Quiet Blue,3399,0,Intel® Core Ultra 5 Processor 225H,Intel,1.7,29055,16,DDR4,LCD,1920*1200,16,60,Intel Graphics,Intel,3172,512,M.2 NVMe PCIe 4.0,2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-C with support for display / power delivery (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack,Wi-Fi 6(802.11ax) (Dual band) 1*1 ,5.2,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal",42,35.70*25.06*1.79~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus," A1605V-AMB2255WS
 A1605V-AMB2256WS",Vivobook 16, Indie Black ; Cool Silver,3299,0,Intel® Core i7-13620H Processor,Intel,2.4,23966,16,DDR4,LCD,1920*1200,16,60,Intel UHD,Intel,1503,512,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps);  2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Dual band) 1*1,5.3,"ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,35.87*24.95*1.99~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"A1605V-AMB687WS
A1605V-AMB688WS",Vivobook 16, Cool Silver; Indie Black,3299,0,Intel® Core i7-1355U Processor,Intel,1.7,14201,16,DDR4,LCD,1920*1200,16,60,Iris X Graphics,Intel,2630,512,M.2 NVMe PCIe 3.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3," ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,35.87*24.95*1.99~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"M1605Y-AMB423WMS
M1605Y-AMB424WMS",Vivobook 16, Cool Silver; Indie Black,3099,0,AMD Ryzen 7 7730U Processor,AMD,2,17906,16,DDR4,LCD,1920*1200,16,60,Radeon Graphics,AMD,-,512,M.2 NVMe PCIe 3.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in, Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,35.87*24.95*1.99~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,A1605V-APMB035WMS A1605V-APMB036WMS,Vivobook 16, Cool Silver; Indie Black,2949,0,Intel® Core 5 Processor 120U,Intel,1.4,16613,16,DDR4,LCD,1920*1200,16,60,Intel Graphics,Intel,3172,512,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6(802.11ax) (Dual band) 1*1,5.2,"ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,35.87*24.95*1.99~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2023,-,Windows 11 Home,,,,,,,,
Asus,"A1605V-AMB2288WS
A1605V-AMB2289WS",Vivobook 16, Indie Black; Cool Silver,2599,0,Intel® Core i5-13420H Processor,Intel,2.1,17363,16,DDR4,LCD,1920*1200,16,60,Intel UHD,Intel,1503,512,M.2 NVMe PCIe 3.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,35.87*24.95*1.99~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"A1605V-AMB9088WS
A1605V-AMB9089WS",Vivobook 16, Indie Black; Cool Silver,2599,0,Intel® Core i5-13420H Processor,Intel,2.1,17363,16,DDR4,LCD,1920*1200,16,60,Intel UHD,Intel,1503,512,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,35.87*24.95*1.99~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus," A1605Z-AMB2141WMS
 A1605Z-AMB2153WMS",Vivobook 16,Indie Black; Transparent Silver,2499,0,Intel® Core i5-12500H Processor,Intel,2.5,20548,16,DDR4,LCD,1920*1200,16,60,Iris X Graphics,Intel,2630,512,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A; 1x USB 3.2 Gen 1 Type-C; 2x USB 3.2 Gen 1 Type-A; 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6(802.11ax) (Dual band) 2*2,5.3,"ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,35.70*25.06*1.79~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"M1605Y-AMB810WMS
M1605Y-AMB811WMS",Vivobook 16,Indie Black; Cool Silver,2399,0,AMD Ryzen 5 7430U Processor,AMD,2.3,16330,16,DDR4,LCD,1920*1200,16,60,Radeon Graphics,AMD,-,512,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,35.87*24.95*1.99~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus, A1404V-APB012WMS,Vivobook 14,Terra Cotta,3999,0,Intel® Core 7 Processor 150U,Intel,1.8,15041,16,DDR4,LCD,1920*1200,14,60,Intel Graphics,Intel,3172,1000,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6(802.11ax) (Dual band) 1*1,5.2,"ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,32.49*21.39*1.79~1.79,1.4,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,A1404V-APB012WSM,Vivobook 14,Terra Cotta,3999,0,Intel® Core 7 Processor 150U,Intel,1.8,15041,16,DDR4,LCD,1920*1200,14,60,Intel Graphics,Intel,3172,1000,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6(802.11ax) (Dual band) 1*1,5.2,"ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,32.49*21.39*1.79~1.79,1.4,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"M1407K-ALY061WS
M1407K-ALY065WS
M1407K-ALY063WS",Vivobook 14,Platinum Gold; Quiet Blue,3499,1,AMD Ryzen AI 7 350 Processor,AMD,2,24526,16,DDR5,LCD,1920*1200,14,60,Radeon Graphics,AMD,-,512,M.2 NVMe PCIe 4.0,2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-C with support for display / power delivery (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack,Wi-Fi 6(802.11ax) (Dual band) 2*2,5.3,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 
65W, Input: 100-240V AC 50/60GHz universal",42,31.52*22.34*1.79~1.99,1.46,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"A1405V-ALY909WS
A1405V-ALY910WS",Vivobook 14, Cool Silver; Indie Black,3299,0,Intel® Core i7-13620H Processor,Intel,2.4,23966,16,DDR4,LCD,1920*1200,14,60,Intel UHD,Intel,1503,512,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 1*1,5.3," ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,31.71*22.20*1.99~1.99,1.6,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,A1404V-AEB688WS,Vivobook 14,Terra Cotta,3299,0,Intel® Core i7-1355U Processor,Intel,1.7,14204,16,DDR4,LCD,1920*1200,14,60,Iris X Graphics,Intel,2630,512,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,32.49*21.39*1.79~1.79,1.4,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"A1404V-APB007WMS
A1404V-APB008WMS",Vivobook 14,Quiet Blue; Terra Cotta,2949,0,Intel® Core 5 Processor 120U,Intel,1.4,16613,16,DDR4,LCD,1920*1200,14,60,Intel Graphics,Intel,3172,512,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6(802.11ax) (Dual band) 1*1,5.2," ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,32.49*21.39*1.79~1.79,1.4,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"A1405V-ALY409WS
A1405V-ALY410WS",Vivobook 14, Indie Black; Cool Silver,2599,0,Intel® Core i5-13420H Processor,Intel,2.1,17363,16,DDR4,LCD,1920*1200,14,60,Intel UHD,Intel,1503,512,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 1*1 ,5.3," ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,31.71*22.20*1.99~1.99,1.65,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,"A1405Z-ALY235WMS
A1405Z-ALY236WMS",Vivobook 14,Transparent Sliver; Indie Black,2499,0,Intel® Core i5-12500H Processor,Intel,2.5,20548,16,DDR4,LCD,1920*1200,14,60,Iris X Graphics,Intel,2630,512,M.2 NVMe PCIe 3.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x Headphone out; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3," ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",42,31.71*22.20*1.99~1.99,1.6,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
