brand,model_code,product_name,color,price_rm,copilot_support,processor_name,processor_brand,processor_ghz,cpu_benchmark,ram_gb,ram_type,display_type,display_resolution,display_size_inch,display_refresh_rate_hz,gpu_model,gpu_brand,gpu_benchmark,ssd_gb,ssd_type,io_ports,network,bluetooth,power_supply,battery_capacity_wh,dimension_cm,weight_kg,bundle,microsoft_office,warranty,release_year,expansion_slots,os,,,,,,,,
Asus,"E1504F-ABQ469WMS
E1504F-ABQ470WMS
E1504F-ABQ471WMS",Vivobook Go 15,Cool Silver; Green Gray;  Mixed Black,2299,0,AMD Ryzen 5 7520U Processor,AMD,2.8,9063,16,LPDDR5,LCD,1920*1080,15.6,60,Radeon Graphics,AMD,-,512,M.2 NVMe PCIe 3.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,36.03*23.25*1.79~1.79,1.63,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,-,Windows 11 Home,,,,,,,,
Asus,"E1504G-ANJ325WMS
E1504G-ANJ327WMS",Vivobook Go 15, Mixed Black; Green Gray,2099,0,Intel® Core i3-N305 Processor,Intel,1.8,9588,8,DDR4,LCD,1920*1080,15.6,60,Intel UHD,Intel,1503,512,M.2 NVMe PCIe 3.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3," ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,36.03*23.25*1.79~1.79,1.63,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,-,Windows 11 Home,,,,,,,,
Asus,"E1504F-ANJ870WMS
E1504F-ANJ871WMS
E1504F-ANJ872WMS",Vivobook Go 15,Cool Silver; Green Gray; Mixed Black,1899,0,AMD Ryzen 3 7320U Processor,AMD,2.4,8656,5,LPDDR5,LCD,1920*1080,15.6,60,Radeon Graphics,AMD,-,512,M.2 NVMe PCIe 3.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,36.03*23.25*1.79~1.79,1.63,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,-,Windows 11 Home,,,,,,,,
Asus,"E1404F-AEB470WMS
E1404F-AEB888WMS",Vivobook Go 14,Green Gray; Mixed Black,2299,0,AMD Ryzen 5 7520U Processor,AMD,2.8,9063,16,LPDDR5,LCD,1920*1080,14,60,Radeon Graphics,AMD,-,512,M.2 NVMe PCIe 3.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,32.55*21.39*1.79~1.79,1.38,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,-,Windows 11 Home,,,,,,,,
Asus,E1404G-ANK325WMS,Vivobook Go 14,Mixed Black,2099,0,Intel® Core i3-N305 Processor,Intel,1.8,9588,8,DDR4,LCD,1920*1080,14,60,Intel UHD,Intel,1503,512,M.2 NVMe PCIe 3.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,32.55*21.39*1.79~1.79,1.38,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,-,Windows 11 Home,,,,,,,,
Asus,"E1404F-AEB872WMS
E1404F-AEB870WMS",Vivobook Go 14,Green Gray; Mixed Black,1899,0,AMD Ryzen 3 7320U Processor,AMD,2.4,8656,8,LPDDR5,LCD,1920*1080,14,60,Radeon Graphics,AMD,-,512,M.2 NVMe PCIe 3.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,32.55*21.39*1.79~1.79,1.38,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,-,Windows 11 Home,,,,,,,,
Asus,"E510K-AEJ731WMS
E510K-AEJ732WMS
E510K-AEJ733WMS",Vivobook Go 15,Star Black; Rose Pink; Black,1699,0,Intel® Celeron® N4500 Processor,Intel,1.1,1814,8,DDR4,LCD,1920*1080,14,60,Intel UHD,Intel,1503,512,M.2 NVMe PCIe 3.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 5(802.11ac) (Dual band) 1*1,5.1,"ø4.0, 33W AC Adapter, Output: 19V DC, 1.75A, 33W, Input: 100-240V AC 50/60Hz universal",42,36.02*23.64*1.81~1.81,1.57,Carry Bag,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,-,Windows 11 Home,,,,,,,,
Asus,"E410K-AEK733WMS
E410K-AEK732WMS
E410K-AEK731WMS",Vivobook Go 14,Rose Pink; Black; Blue,1699,0,Intel® Celeron® N4500 Processor,Intel,1.1,1814,8,DDR4,LCD,1920*1080,14,60,Intel UHD,Intel,1503,512,M.2 NVMe PCIe 3.0, 1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack,Wi-Fi 5(802.11ac) (Dual band) 2*2,5.1,"ø4.0, 33W AC Adapter, Output: 19V DC, 1.75A, 33W, Input: 100-240V AC 50/60Hz universal",42,32.50*21.70*1.80~1.84,1.3,Carry Bag,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,-,Windows 11 Home,,,,,,,,
Asus,FA401WV,TUF Gaming A14, Jaeger Gray,6899,1,Ryzen™ AI 9 HX 370 Processor,AMD,2,35224,8*2,LPDDR5X,LCD,2560 *1600,14,165,GeForce RTX™ 4060 Laptop GPU,NVIDIA,17439,1000,M.2 NVMe PCIe 4.0,1x 3.5mm Combo Audio Jack; 1x HDMI 2.1 FRL; 2x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps); 1x USB 3.2 Gen 2 Type-C with support for DisplayPort™ (data speed up to 10Gbps); 1x Type-C USB 4 with support for DisplayPort™ / power delivery (data speed up to 40Gbps); 1x card reader (microSD) (UHS-II),Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"Rectangle Conn, 200W AC Adapter, Output: 20V DC, 10A, 200W, Input: 100-240V AC, 50/60Hz universal",73,31.1*22.7 *1.69 ~1.99,1.46,TUF backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,2x M.2 PCIe,Windows 11 Home,,,,,,,,
Asus,FA608WV,TUF Gaming A16, Jaeger Gray,6999,1,Ryzen™ AI 9 HX 370 Processor,AMD,2,35224,8*2,LPDDR5X,LCD,2560 *1600,16,165,GeForce RTX™ 4060 Laptop GPU,NVIDIA,17439,1000,M.2 NVMe PCIe 4.0,1x 3.5mm Combo Audio Jack; 1x HDMI 2.1 FRL; 2x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps); 1x USB 3.2 Gen 2 Type-C with support for DisplayPort™ (data speed up to 10Gbps); 1x Type-C USB 4 with support for DisplayPort™ / power delivery (data speed up to 40Gbps); 1x card reader (microSD) (UHS-II),Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"
Rectangle Conn, 240W AC Adapter, Output: 20V DC, 12A, 240W, Input: 100~240C AC 50/60Hz universal",90,35.4*26.9*1.79 ~ 2.57,2.2,TUF backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,2x M.2 PCIe,Windows 11 Home,,,,,,,,
Asus,FX607JV,TUF Gaming F16 ,Mecha Gray,3599,0,Intel® Core™ i7-13650HX Processor,Intel,2.6,30608,16,DDR5,LCD,1920*1200,16,144,GeForce RTX™ 4060 Laptop GPU,NVIDIA,17439,1000,M.2 NVMe PCIe 4.0,1x 3.5mm Combo Audio Jack; 1x HDMI 2.1 FRL; 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x USB 3.2 Gen 2 Type-C with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 10Gbps); 1x Thunderbolt™ 4 with support for DisplayPort™ (data speed up to 40Gbps); 1x RJ45 LAN port,Wi-Fi 6(802.11ax) (Dual band) 2*2,5.2,"ø6.0, 240W AC Adapter, Output: 20V DC, 12A, 240W, Input: 100~240C AC 50/60Hz universal",90,35.5*25.2*2.21 ~ 2.82,2.27,TUF backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,2x DDR5 SO-DIMM slots; 2x M.2 PCIe,Windows 11 Home,,,,,,,,
Asus,FX607VU,TUF Gaming F16 ,Mecha Gray,5199,0,Intel® Core™ i7-13620H Processor,Intel,2.4,23966,16,DDR5,LCD,1920*1200,16,144,GeForce RTX™ 4050 Laptop GPU,NVIDIA,14388,1000,M.2 NVMe PCIe 4.0,1x 3.5mm Combo Audio Jack; 1x HDMI 2.1 FRL; 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x USB 3.2 Gen 2 Type-C with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 10Gbps); 1x Thunderbolt™ 4 with support for DisplayPort™ (data speed up to 40Gbps); 1x RJ45 LAN port,Wi-Fi 6(802.11ax) (Dual band) 2*2,5.3,"ø6.0, 240W AC Adapter, Output: 20V DC, 12A, 240W, Input: 100~240C AC 50/60Hz universal",56,35.5*25.2*2.21 ~ 2.67,2.2,TUF backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,2x DDR5 SO-DIMM slots; 2x M.2 PCIe,Windows 11 Home,,,,,,,,
Asus,FX607VU,TUF Gaming F16 ,Mecha Gray,4599,0,Intel® Core™ 5 Processor 210H,Intel,2.2,18904,16,DDR5,LCD,1920*1200,16,144,GeForce RTX™ 4050 Laptop GPU,NVIDIA,14388,512,M.2 NVMe PCIe 4.0,1x 3.5mm Combo Audio Jack; 1x HDMI 2.1 FRL; 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x USB 3.2 Gen 2 Type-C with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 10Gbps); 1x Thunderbolt™ 4 with support for DisplayPort™ (data speed up to 40Gbps); 1x RJ45 LAN port,Wi-Fi 6(802.11ax) (Dual band) 2*2,5.3,"ø6.0, 240W AC Adapter, Output: 20V DC, 12A, 240W, Input: 100~240C AC 50/60Hz universal",56,35.5*25.2*2.21 ~ 2.67,2.2,TUF backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,2x DDR5 SO-DIMM slots; 2x M.2 PCIe,Windows 11 Home,,,,,,,,
Asus,FX607VJ,TUF Gaming F16 ,Mecha Gray,3599,0,Intel® Core™ 5 Processor 210H,Intel,2.2,18904,16,DDR5,LCD,1920*1200,16,144,GeForce RTX™ 3050 Laptop GPU,NVIDIA,12144,512,M.2 NVMe PCIe 4.0,1x 3.5mm Combo Audio Jack; 1x HDMI 2.1 FRL; 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x USB 3.2 Gen 2 Type-C with support for DisplayPort™ / power delivery (data speed up to 10Gbps); 1x RJ45 LAN port,Wi-Fi 6(802.11ax) (Dual band) 2*2,5.3,"ø6.0, 150W AC Adapter, Output: 20V DC, 7.5A, 150W, Input: 100~240V AC, 50/60Hz universal",56,35.5*25.2*2.21 ~ 2.67,2.2,TUF backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,2x DDR4 SO-DIMM slots; 2x M.2 PCIe,Windows 11 Home,,,,,,,,
Asus,FA507U-IHQ113W,TUF Gaming A15,Mecha Gray,5999,0,Ryzen™ 9 8945H,AMD,4,30283,16,DDR5,LCD,2560*1440,15.6,165,GeForce RTX™ 4070 Laptop GPU,NVIDIA,19568,1000,M.2 NVMe PCIe 4.0,1x 3.5mm Combo Audio Jack; 1x HDMI 2.1 FRL; 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x USB 3.2 Gen 2 Type-C with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 10Gbps); 1x Type-C USB 4 with support for DisplayPort™ (data speed up to 40Gbps); 1x RJ45 LAN port,Wi-Fi 6(802.11ax) (Dual band) 2*2,5.3,"ø6.0, 240W AC Adapter, Output: 20V DC, 12A, 240W, Input: 100~240C AC 50/60Hz universal",90,35.4*25.1*2.24 ~ 2.49,2.2,TUF backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,2x DDR5 SO-DIMM slots; 2x M.2 PCIe,Windows 11 Home,,,,,,,,
HP,16-ab1027TU,Pavilion Plus 16,Natural Silver,5299,1,Intel® Core™ Ultra 5-125H Processor,Intel,3.3,20835,16,LPDDR5x,LCD,2560*1600,16,60,Intel® Arc™ Graphics,Intel,5506,1000,PCIe® NVMe™ M.2,"1 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 1 USB Type-A 10Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 HDMI-out 2.1; 1 headphone/microphone combo",Intel® Wi-Fi 6E AX211 (2x2) ,5.3,90 W AC power adapter,68,35.7*25.35*1.77,1.89,HP 15.6 Value Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,"2-year onsite warranty2 + 2 Years Accidental Damage
Protection^",2024,-,Windows 11 Home,,,,,,,,
HP,16-ab1025TU,Pavilion Plus 16,Natural Silver,5799,1,Intel® Core™ Ultra 7-155H Processor,Intel,1.4,24823,32,LPDDR5x,LCD,2560*1600,16,60,Intel® Arc™ Graphics,Intel,5506,1000,PCIe® NVMe™ M.2,"1 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 1 USB Type-A 10Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 HDMI-out 2.1; 1 headphone/microphone combo",Intel® Wi-Fi 6E AX211 (2x2),5.3,90 W AC power adapter,68,35.7*25.35*1.77,1.89,HP 15.6 Value Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,"2-year onsite warranty2 + 2 Years Accidental Damage
Protection^",2024,-,Windows 11 Home,,,,,,,,
HP,"14-ew1115TU
14-ew1116TU
14-ew1117TU",Pavilion Plus 14,Moonlight Blue; Tranquil Pink; Natural Silver,4299,1,Intel® Core™ Ultra 5-125H Processor,Intel,3.3,20835,16,LPDDR5x,LCD,1920*1200,14,60,Intel® Arc™ Graphics,Intel,5506,512,PCIe® NVMe™ M.2,"1 USB Type-A 10Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate; 1 HDMI-out 2.1; 1 headphone/microphone combo; 1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge); 1 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge)",Intel® Wi-Fi 6E AX211 (2x2),5.3,100 W USB Type-C® power adapter,68,31.4*22.7*1.75,1.44,HP 15.6 Value Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,"2-year onsite warranty2 + 2 Years Accidental Damage
Protection^",2024,-,Windows 11 Home,,,,,,,,
HP,"14-ew1013TU
14-ew1014TU
14-ew1015TU",Pavilion Plus 14,Moonlight Blue; Tranquil Pink; Natural Silver,4299,1,Intel® Core™ Ultra 5-125H Processor,Intel,3.3,20835,16,LPDDR5x,OLED,2880*1800,14,120,Intel® Arc™ Graphics,Intel,5506,512,PCIe® NVMe™ M.2,"1 USB Type-A 10Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate; 1 HDMI-out 2.1; 1 headphone/microphone combo; 1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge); 1 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge)",Intel® Wi-Fi 6E AX211 (2x2),5.3,100 W USB Type-C® power adapter,68,31.4*22.7*1.75,1.44,HP 15.6 Value Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,"2-year onsite warranty2 + 2 Years Accidental Damage
Protection^",2024,-,Windows 11 Home,,,,,,,,
HP,"14-ew1010TU
14-ew1011TU
14-ew1012TU",Pavilion Plus 14,Moonlight Blue; Tranquil Pink; Natural Silver,5199,1,Intel® Core™ Ultra 7-155H Processor,Intel,1.4,24823,32,LPDDR5x,OLED,2880*1800,14,120,Intel® Arc™ Graphics,Intel,5506,512,PCIe® NVMe™ M.2,"1 USB Type-A 10Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate; 1 HDMI-out 2.1; 1 headphone/microphone combo; 1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge); 1 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge)",Intel® Wi-Fi 6E AX211 (2x2),5.3,"100 W USB Type-C® power adapter, Supports battery fast charge: approximately 50% in 30 minutes",68,31.4*22.7*1.75,1.44,HP 15.6 Value Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,"2-year onsite warranty2 + 2 Years Accidental Damage
Protection^",2024,-,Windows 11 Home,,,,,,,,
HP,"14-ew1118TU
14-ew1119TU
14-ew1120TU",Pavilion Plus 14,Moonlight Blue; Tranquil Pink; Natural Silver,5299,1,Intel® Core™ Ultra 7-155H Processor,Intel,1.4,24823,32,LPDDR5x,OLED,2880*1800,14,120,Intel® Arc™ Graphics,Intel,5506,1000,PCIe® NVMe™ M.2,"1 USB Type-A 10Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate; 1 HDMI-out 2.1; 1 headphone/microphone combo; 1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge); 1 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge)",Intel® Wi-Fi 6E AX211 (2x2),5.3,"100 W USB Type-C® power adapter, Supports battery fast charge: approximately 50% in 30 minutes",68,31.4*22.7*1.75,1.44,HP 15.6 Value Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,"2-year onsite warranty2 + 2 Years Accidental Damage
Protection^",2024,-,Windows 11 Home,,,,,,,,
HP,"14-ek1038TU
14-ek1039TU",Pavilion x360 14,Space Blue; Natural Silver,3999,1,Intel® Core™ i5-1335U Processor,Intel,1.3,14180,16,DDR4,LCD,1920*1080,14,60,Intel® Arc™ Graphics,Intel,5506,512,PCIe® NVMe™ M.2,"1x USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2x USB Type-A 5Gbps signaling rate; 1x HDMI 2.1; 1x AC smart pin; 1x headphone/microphone combo; 1x microSD media card reader
",Realtek Wi-Fi 6 (2x2),5.3,65 W Smart AC power adapter,43,31.4*22.7*1.75,1.44,HP 15.6 Value Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,"2-year onsite warranty2 + 2 Years Accidental Damage
Protection^",2023,-,Windows 11 Home,,,,,,,,
HP,16-wf1051TX,OMEN Gaming Laptop 16,Shadow Black,7399,0,Intel® Core™ i7-14700HX Processor,Intel,2.1,37258,16,DDR5,LCD,2560*1440,16,240,GeForce RTX™ 4060,NVIDIA,17439,1000,PCIe® NVMe™ M.2,"1 USB Type-A 5Gbps signaling rate; 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 2 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo",Intel® Wi-Fi 7 BE200 (2x2) ,5.4,280 W Smart AC power adapter,83,36.9*25.94*2.35,2.39,HP Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,"2-year onsite warranty2 + 2 Years Accidental Damage
Protection^",2025,2 x M.2 PCIe,Windows 11 Home,,,,,,,,
